2-theta,Intensity
 29.51000,0.06828
 29.52000,0.07300
 29.53000,0.07827
 29.54000,0.08421
 29.55000,0.09092
 29.56000,0.09854
 29.57000,0.10726
 29.58000,0.11737
 29.59000,0.12898
 29.60000,0.14253
 29.61000,0.15850
 29.62000,0.17749
 29.63000,0.20032
 29.64000,0.22813
 29.65000,0.26246
 29.66000,0.30556
 29.67000,0.36070
 29.68000,0.43285
 29.69000,0.52987
 29.70000,0.66548
 29.71000,0.86862
 29.72000,1.21253
 29.73000,1.87727
 29.74000,3.20037
 29.75000,5.55011
 29.76000,8.80225
 29.77000 11.15301
 29.78000,9.96060
 29.79000,6.85739
 29.80000,4.42135
 29.81000,3.31562
 29.82000,3.44392
 29.83000,4.50816
 29.84000,5.77556
 29.85000,5.71696
 29.86000,4.18229
 29.87000,2.60139
 29.88000,1.55327
 29.89000,0.98010
 29.90000,0.68513
 29.91000,0.52110
 29.92000,0.41650
 29.93000,0.34284
 29.94000,0.28811
 29.95000,0.24613
 29.96000,0.21314
 29.97000,0.18671
 29.98000,0.16517
 29.99000,0.14736
 30.00000,0.13245
 30.01000,0.11984
 30.02000,0.10906
 30.03000,0.09978
 30.04000,0.09173
 30.05000,0.08469
 30.06000,0.07850
 30.07000,0.07303
 30.08000,0.06817
 30.09000,0.06383
 30.10000,0.05994
 30.11000,0.05645
 30.12000,0.05329
 30.13000,0.05042
 30.14000,0.04782
 30.15000,0.04545
 30.16000,0.04328
 30.17000,0.04129
 30.18000,0.03947
 30.19000,0.03779
 30.20000,0.03624
 30.21000,0.03481
 30.22000,0.03349
 30.23000,0.03226
 30.24000,0.03112
 30.25000,0.03006
 30.26000,0.02907
 30.27000,0.02815
 30.28000,0.02730
 30.29000,0.02649
 30.30000,0.02574
 30.31000,0.02504
 30.32000,0.02438
 30.33000,0.02377
 30.34000,0.02319
 30.35000,0.02264
 30.36000,0.02213
 30.37000,0.02165
 30.38000,0.02120
 30.39000,0.02078
 30.40000,0.02038
 30.41000,0.02001
 30.42000,0.01965
 30.43000,0.01932
 30.44000,0.01901
 30.45000,0.01872
 30.46000,0.01845
 30.47000,0.01819
 30.48000,0.01795
 30.49000,0.01772
 30.50000,0.01751
 30.51000,0.01731
 30.52000,0.01713
 30.53000,0.01695
 30.54000,0.01679
 30.55000,0.01665
 30.56000,0.01651
 30.57000,0.01639
 30.58000,0.01627
 30.59000,0.01617
 30.60000,0.01607
 30.61000,0.01599
 30.62000,0.01592
 30.63000,0.01585
 30.64000,0.01580
 30.65000,0.01575
 30.66000,0.01571
 30.67000,0.01568
 30.68000,0.01566
 30.69000,0.01565
 30.70000,0.01565
 30.71000,0.01566
 30.72000,0.01567
 30.73000,0.01570
 30.74000,0.01573
 30.75000,0.01577
 30.76000,0.01590
 30.77000,0.01596
 30.78000,0.01603
 30.79000,0.01611
 30.80000,0.01620
 30.81000,0.01630
 30.82000,0.01641
 30.83000,0.01652
 30.84000,0.01665
 30.85000,0.01679
 30.86000,0.01695
 30.87000,0.01711
 30.88000,0.01728
 30.89000,0.01747
 30.90000,0.01768
 30.91000,0.01789
 30.92000,0.01812
 30.93000,0.01837
 30.94000,0.01871
 30.95000,0.01899
 30.96000,0.01929
 30.97000,0.01961
 30.98000,0.01995
 30.99000,0.02031
 31.00000,0.02069
 31.01000,0.02110
 31.02000,0.02154
 31.03000,0.02200
 31.04000,0.02249
 31.05000,0.02302
 31.06000,0.02359
 31.07000,0.02419
 31.08000,0.02483
 31.09000,0.02553
 31.10000,0.02627
 31.11000,0.02707
 31.12000,0.02792
 31.13000,0.02885
 31.14000,0.02985
 31.15000,0.03094
 31.16000,0.03211
 31.17000,0.03340
 31.18000,0.03480
 31.19000,0.03633
 31.20000,0.03802
 31.21000,0.03988
 31.22000,0.04195
 31.23000,0.04425
 31.24000,0.04683
 31.25000,0.04975
 31.26000,0.05305
 31.27000,0.05684
 31.28000,0.06122
 31.29000,0.06633
 31.30000,0.07237
 31.31000,0.07960
 31.32000,0.08841
 31.33000,0.09934
 31.34000,0.11320
 31.35000,0.13129
 31.36000,0.15579
 31.37000,0.19123
 31.38000,0.24862
 31.39000,0.35431
 31.40000,0.55778
 31.41000,0.91671
 31.42000,1.42964
 31.43000,1.86948
 31.44000,1.79082
 31.45000,1.31540
 31.46000,0.88528
 31.47000,0.65035
 31.48000,0.60859
 31.49000,0.72752
 31.50000,0.95114
 31.51000,1.11471
 31.52000,1.00961
 31.53000,0.75801
 31.54000,0.55348
 31.55000,0.43969
 31.56000,0.39742
 31.57000,0.39996
 31.58000,0.43186
 31.59000,0.48977
 31.60000,0.57917
 31.61000,0.71592
 31.62000,0.94001
 31.63000,1.35157
 31.64000,2.15849
 31.65000,3.65418
 31.66000,5.98963
 31.67000,8.53329
 31.68000,9.14983
 31.69000,7.13235
 31.70000,4.70872
 31.71000,3.13202
 31.72000,2.54585
 31.73000,2.81276
 31.74000,3.73076
 31.75000,4.76283
 31.76000,4.74739
 31.77000,3.54373
 31.78000,2.25827
 31.79000,1.37751
 31.80000,0.87826
 31.81000,0.61440
 31.82000,0.46699
 31.83000,0.37372
 31.84000,0.30837
 31.85000,0.25987
 31.86000,0.22262
 31.87000,0.19332
 31.88000,0.16980
 31.89000,0.15061
 31.90000,0.13471
 31.91000,0.12137
 31.92000,0.11007
 31.93000,0.10040
 31.94000,0.09213
 31.95000,0.08486
 31.96000,0.07850
 31.97000,0.07290
 31.98000,0.06793
 31.99000,0.06351
 32.00000,0.05955
 32.01000,0.05599
 32.02000,0.05278
 32.03000,0.04988
 32.04000,0.04724
 32.05000,0.04483
 32.06000,0.04264
 32.07000,0.04062
 32.08000,0.03877
 32.09000,0.03707
 32.10000,0.03549
 32.11000,0.03404
 32.12000,0.03269
 32.13000,0.03144
 32.14000,0.03027
 32.15000,0.02918
 32.16000,0.02817
 32.17000,0.02722
 32.18000,0.02633
 32.19000,0.02550
 32.20000,0.02472
 32.21000,0.02399
 32.22000,0.02330
 32.23000,0.02265
 32.24000,0.02203
 32.25000,0.02145
 32.26000,0.02091
 32.27000,0.02039
 32.28000,0.01990
 32.29000,0.01944
 32.30000,0.01900
 32.31000,0.01858
 32.32000,0.01818
 32.33000,0.01780
 32.34000,0.01745
 32.35000,0.01711
 32.36000,0.01678
 32.37000,0.01647
 32.38000,0.01618
 32.39000,0.01597
 32.40000,0.01570
 32.41000,0.01544
 32.42000,0.01520
 32.43000,0.01487
 32.44000,0.01465
 32.45000,0.01443
 32.46000,0.01423
 32.47000,0.01403
 32.48000,0.01385
 32.49000,0.01367
 32.50000,0.01350
 32.51000,0.01334
 32.52000,0.01318
 32.53000,0.01303
 32.54000,0.01288
 32.55000,0.01275
 32.56000,0.01262
 32.57000,0.01249
 32.58000,0.01237
 32.59000,0.01225
 32.60000,0.01214
 32.61000,0.01203
 32.62000,0.01193
 32.63000,0.01183
 32.64000,0.01174
 32.65000,0.01165
 32.66000,0.01157
 32.67000,0.01148
 32.68000,0.01140
 32.69000,0.01133
 32.70000,0.01126
 32.71000,0.01119
 32.72000,0.01112
 32.73000,0.01106
 32.74000,0.01100
 32.75000,0.01095
 32.76000,0.01089
 32.77000,0.01084
 32.78000,0.01079
 32.79000,0.01074
 32.80000,0.01070
 32.81000,0.01066
 32.82000,0.01062
 32.83000,0.01058
 32.84000,0.01055
 32.85000,0.01052
 32.86000,0.01049
 32.87000,0.01046
 32.88000,0.01043
 32.89000,0.01041
 32.90000,0.01038
 32.91000,0.01036
 32.92000,0.01034
 32.93000,0.01032
 32.94000,0.01031
 32.95000,0.01030
 32.96000,0.01028
 32.97000,0.01027
 32.98000,0.01026
 32.99000,0.01026
 33.00000,0.01025
 33.01000,0.01025
 33.02000,0.01024
 33.03000,0.01024
 33.04000,0.01024
 33.05000,0.01024
 33.06000,0.01025
 33.07000,0.01025
 33.08000,0.01026
 33.09000,0.01027
 33.10000,0.01027
 33.11000,0.01028
 33.12000,0.01030
 33.13000,0.01031
 33.14000,0.01032
 33.15000,0.01034
 33.16000,0.01044
 33.17000,0.01046
 33.18000,0.01048
 33.19000,0.01050
 33.20000,0.01052
 33.21000,0.01055
 33.22000,0.01049
 33.23000,0.01051
 33.24000,0.01054
 33.25000,0.01058
 33.26000,0.01061
 33.27000,0.01064
 33.28000,0.01068
 33.29000,0.01071
 33.30000,0.01075
 33.31000,0.01079
 33.32000,0.01083
 33.33000,0.01087
 33.34000,0.01092
 33.35000,0.01096
 33.36000,0.01101
 33.37000,0.01106
 33.38000,0.01111
 33.39000,0.01116
 33.40000,0.01121
 33.41000,0.01127
 33.42000,0.01132
 33.43000,0.01138
 33.44000,0.01144
 33.45000,0.01150
 33.46000,0.01156
 33.47000,0.01163
 33.48000,0.01169
 33.49000,0.01166
 33.50000,0.01173
 33.51000,0.01180
 33.52000,0.01188
 33.53000,0.01195
 33.54000,0.01203
 33.55000,0.01211
 33.56000,0.01210
 33.57000,0.01219
 33.58000,0.01227
 33.59000,0.01236
 33.60000,0.01245
 33.61000,0.01255
 33.62000,0.01264
 33.63000,0.01274
 33.64000,0.01284
 33.65000,0.01294
 33.66000,0.01305
 33.67000,0.01316
 33.68000,0.01327
 33.69000,0.01338
 33.70000,0.01350
 33.71000,0.01362
 33.72000,0.01374
 33.73000,0.01387
 33.74000,0.01400
 33.75000,0.01413
 33.76000,0.01427
 33.77000,0.01441
 33.78000,0.01455
 33.79000,0.01470
 33.80000,0.01477
 33.81000,0.01492
 33.82000,0.01509
 33.83000,0.01525
 33.84000,0.01542
 33.85000,0.01560
 33.86000,0.01578
 33.87000,0.01596
 33.88000,0.01615
 33.89000,0.01635
 33.90000,0.01655
 33.91000,0.01676
 33.92000,0.01697
 33.93000,0.01720
 33.94000,0.01742
 33.95000,0.01766
 33.96000,0.01790
 33.97000,0.01815
 33.98000,0.01841
 33.99000,0.01868
 34.00000,0.01896
 34.01000,0.01924
 34.02000,0.01954
 34.03000,0.01984
 34.04000,0.02016
 34.05000,0.02049
 34.06000,0.02083
 34.07000,0.02119
 34.08000,0.02155
 34.09000,0.02194
 34.10000,0.02233
 34.11000,0.02275
 34.12000,0.02318
 34.13000,0.02363
 34.14000,0.02409
 34.15000,0.02458
 34.16000,0.02509
 34.17000,0.02562
 34.18000,0.02618
 34.19000,0.02677
 34.20000,0.02738
 34.21000,0.02803
 34.22000,0.02870
 34.23000,0.02942
 34.24000,0.03017
 34.25000,0.03096
 34.26000,0.03180
 34.27000,0.03268
 34.28000,0.03362
 34.29000,0.03462
 34.30000,0.03568
 34.31000,0.03681
 34.32000,0.03801
 34.33000,0.03930
 34.34000,0.04068
 34.35000,0.04216
 34.36000,0.04376
 34.37000,0.04548
 34.38000,0.04734
 34.39000,0.04936
 34.40000,0.05156
 34.41000,0.05396
 34.42000,0.05659
 34.43000,0.05939
 34.44000,0.06259
 34.45000,0.06613
 34.46000,0.07008
 34.47000,0.07450
 34.48000,0.07948
 34.49000,0.08512
 34.50000,0.09155
 34.51000,0.09893
 34.52000,0.10748
 34.53000,0.11746
 34.54000,0.12924
 34.55000,0.14327
 34.56000,0.16022
 34.57000,0.18098
 34.58000,0.20680
 34.59000,0.23954
 34.60000,0.28195
 34.61000,0.33842
 34.62000,0.41675
 34.63000,0.53333
 34.64000,0.72654
 34.65000,1.07970
 34.66000,1.73260
 34.67000,2.83032
 34.68000,4.34049
 34.69000,5.61026
 34.70000,5.41623
 34.71000,4.02913
 34.72000,2.67836
 34.73000,1.83022
 34.74000,1.49294
 34.75000,1.58740
 34.76000,2.04410
 34.77000,2.70669
 34.78000,3.07422
 34.79000,2.65267
 34.80000,1.86064
 34.81000,1.19970
 34.82000,0.77676
 34.83000,0.53878
 34.84000,0.40860
 34.85000,0.33233
 34.86000,0.28270
 34.87000,0.24786
 34.88000,0.22241
 34.89000,0.20348
 34.90000,0.18932
 34.91000,0.17877
 34.92000,0.17105
 34.93000,0.16562
 34.94000,0.16210
 34.95000,0.16025
 34.96000,0.15988
 34.97000,0.16090
 34.98000,0.16325
 34.99000,0.16692
 35.00000,0.17196
 35.01000,0.17845
 35.02000,0.18651
 35.03000,0.19634
 35.04000,0.20818
 35.05000,0.22236
 35.06000,0.23931
 35.07000,0.25963
 35.08000,0.28406
 35.09000,0.31363
 35.10000,0.34973
 35.11000,0.39430
 35.12000,0.45005
 35.13000,0.52091
 35.14000,0.61274
 35.15000,0.73473
 35.16000,0.90269
 35.17000,1.14871
 35.18000,1.54667
 35.19000,2.26018
 35.20000,3.58002
 35.21000,5.85029
 35.22000,9.14585
 35.23000 12.42534
 35.24000 12.92964
 35.25000 10.13955
 35.26000,6.85147
 35.27000,4.57761
 35.28000,3.48633
 35.29000,3.40802
 35.30000,4.18911
 35.31000,5.61461
 35.32000,6.90638
 35.33000,6.64382
 35.34000,4.97814
 35.35000,3.27980
 35.36000,2.09654
 35.37000,1.40016
 35.38000,1.01955
 35.39000,0.80742
 35.40000,0.67982
 35.41000,0.59916
 35.42000,0.55043
 35.43000,0.52905
 35.44000,0.53873
 35.45000,0.59620
 35.46000,0.73868
 35.47000,1.02136
 35.48000,1.48444
 35.49000,2.05758
 35.50000,2.38153
 35.51000,2.09517
 35.52000,1.52005
 35.53000,1.04576
 35.54000,0.76977
 35.55000,0.67561
 35.56000,0.73424
 35.57000,0.92159
 35.58000,1.16960
 35.59000,1.27386
 35.60000,1.08098
 35.61000,0.77480
 35.62000,0.52711
 35.63000,0.36872
 35.64000,0.27800
 35.65000,0.22663
 35.66000,0.19517
 35.67000,0.17376
 35.68000,0.15806
 35.69000,0.14603
 35.70000,0.13658
 35.71000,0.12902
 35.72000,0.12290
 35.73000,0.11790
 35.74000,0.11380
 35.75000,0.11042
 35.76000,0.10765
 35.77000,0.10539
 35.78000,0.10356
 35.79000,0.10212
 35.80000,0.10102
 35.81000,0.10023
 35.82000,0.09978
 35.83000,0.09952
 35.84000,0.09950
 35.85000,0.09972
 35.86000,0.10015
 35.87000,0.10079
 35.88000,0.10165
 35.89000,0.10271
 35.90000,0.10398
 35.91000,0.10546
 35.92000,0.10716
 35.93000,0.10899
 35.94000,0.11114
 35.95000,0.11354
 35.96000,0.11620
 35.97000,0.11912
 35.98000,0.12234
 35.99000,0.12586
 36.00000,0.12972
 36.01000,0.13395
 36.02000,0.13857
 36.03000,0.14363
 36.04000,0.14917
 36.05000,0.15523
 36.06000,0.16189
 36.07000,0.16921
 36.08000,0.17727
 36.09000,0.18616
 36.10000,0.19601
 36.11000,0.20693
 36.12000,0.21911
 36.13000,0.23271
 36.14000,0.24799
 36.15000,0.26523
 36.16000,0.28477
 36.17000,0.30705
 36.18000,0.33263
 36.19000,0.36220
 36.20000,0.39665
 36.21000,0.43716
 36.22000,0.48525
 36.23000,0.54303
 36.24000,0.61331
 36.25000,0.70010
 36.26000,0.80909
 36.27000,0.94869
 36.28000,1.13192
 36.29000,1.38071
 36.30000,1.73808
 36.31000,2.30045
 36.32000,3.28066
 36.33000,5.06880
 36.34000,8.16782
 36.35000 12.82933
 36.36000 18.05343
 36.37000 20.19409
 36.38000 16.94778
 36.39000 11.85640
 36.40000,7.90831
 36.41000,5.70148
 36.42000,5.03629
 36.43000,5.66819
 36.44000,7.41207
 36.45000,9.71176
 36.46000 10.82305
 36.47000,9.27368
 36.48000,6.56669
 36.49000,4.31208
 36.50000,2.85128
 36.51000,2.01592
 36.52000,1.55625
 36.53000,1.29139
 36.54000,1.12589
 36.55000,1.01715
 36.56000,0.94599
 36.57000,0.90274
 36.58000,0.88208
 36.59000,0.88120
 36.60000,0.89914
 36.61000,0.93639
 36.62000,0.99525
 36.63000,1.07968
 36.64000,1.19627
 36.65000,1.35543
 36.66000,1.57420
 36.67000,1.88315
 36.68000,2.34611
 36.69000,3.10760
 36.70000,4.46887
 36.71000,6.92298
 36.72000 10.98997
 36.73000 16.63966
 36.74000 21.84096
 36.75000 22.11110
 36.76000 17.31008
 36.77000 11.96514
 36.78000,8.30910
 36.79000,6.56367
 36.80000,6.47281
 36.81000,7.87550
 36.82000 10.68787
 36.83000 14.27550
 36.84000 16.67616
 36.85000 16.93839
 36.86000 16.10355
 36.87000 13.61543
 36.88000,9.90727
 36.89000,6.73102
 36.90000,4.67805
 36.91000,3.62149
 36.92000,3.34198
 36.93000,3.70300
 36.94000,4.58085
 36.95000,5.55261
 36.96000,5.63202
 36.97000,4.52593
 36.98000,3.17023
 36.99000,2.13584
 37.00000,1.47943
 37.01000,1.09517
 37.02000,0.86765
 37.03000,0.72099
 37.04000,0.61683
 37.05000,0.53774
 37.06000,0.47530
 37.07000,0.42471
 37.08000,0.38293
 37.09000,0.34787
 37.10000,0.31806
 37.11000,0.29241
 37.12000,0.27012
 37.13000,0.25059
 37.14000,0.23335
 37.15000,0.21803
 37.16000,0.20433
 37.17000,0.19201
 37.18000,0.18089
 37.19000,0.17081
 37.20000,0.16162
 37.21000,0.15323
 37.22000,0.14553
 37.23000,0.13846
 37.24000,0.13193
 37.25000,0.12589
 37.26000,0.12030
 37.27000,0.11510
 37.28000,0.11026
 37.29000,0.10574
 37.30000,0.10152
 37.31000,0.09757
 37.32000,0.09386
 37.33000,0.09038
 37.34000,0.08710
 37.35000,0.08401
 37.36000,0.08110
 37.37000,0.07835
 37.38000,0.07575
 37.39000,0.07328
 37.40000,0.07094
 37.41000,0.06873
 37.42000,0.06662
 37.43000,0.06462
 37.44000,0.06271
 37.45000,0.06089
 37.46000,0.05916
 37.47000,0.05751
 37.48000,0.05593
 37.49000,0.05442
 37.50000,0.05298
 37.51000,0.05160
 37.52000,0.05027
 37.53000,0.04900
 37.54000,0.04779
 37.55000,0.04662
 37.56000,0.04550
 37.57000,0.04442
 37.58000,0.04338
 37.59000,0.04246
 37.60000,0.04150
 37.61000,0.04058
 37.62000,0.03969
 37.63000,0.03883
 37.64000,0.03800
 37.65000,0.03720
 37.66000,0.03643
 37.67000,0.03569
 37.68000,0.03497
 37.69000,0.03427
 37.70000,0.03352
 37.71000,0.03287
 37.72000,0.03224
 37.73000,0.03163
 37.74000,0.03104
 37.75000,0.03047
 37.76000,0.02992
 37.77000,0.02939
 37.78000,0.02887
 37.79000,0.02836
 37.80000,0.02787
 37.81000,0.02740
 37.82000,0.02694
 37.83000,0.02649
 37.84000,0.02606
 37.85000,0.02563
 37.86000,0.02522
 37.87000,0.02482
 37.88000,0.02444
 37.89000,0.02406
 37.90000,0.02369
 37.91000,0.02334
 37.92000,0.02299
 37.93000,0.02265
 37.94000,0.02232
 37.95000,0.02200
 37.96000,0.02169
 37.97000,0.02138
 37.98000,0.02100
 37.99000,0.02071
 38.00000,0.02043
 38.01000,0.02016
 38.02000,0.01989
 38.03000,0.01963
 38.04000,0.01938
 38.05000,0.01913
 38.06000,0.01888
 38.07000,0.01865
 38.08000,0.01842
 38.09000,0.01819
 38.10000,0.01797
 38.11000,0.01776
 38.12000,0.01755
 38.13000,0.01734
 38.14000,0.01714
 38.15000,0.01701
 38.16000,0.01682
 38.17000,0.01663
 38.18000,0.01645
 38.19000,0.01627
 38.20000,0.01610
 38.21000,0.01593
 38.22000,0.01576
 38.23000,0.01560
 38.24000,0.01544
 38.25000,0.01529
 38.26000,0.01513
 38.27000,0.01498
 38.28000,0.01484
 38.29000,0.01470
 38.30000,0.01456
 38.31000,0.01442
 38.32000,0.01429
 38.33000,0.01416
 38.34000,0.01403
 38.35000,0.01390
 38.36000,0.01378
 38.37000,0.01366
 38.38000,0.01355
 38.39000,0.01343
 38.40000,0.01332
 38.41000,0.01321
 38.42000,0.01302
 38.43000,0.01298
 38.44000,0.01288
 38.45000,0.01278
 38.46000,0.01268
 38.47000,0.01259
 38.48000,0.01249
 38.49000,0.01240
 38.50000,0.01231
 38.51000,0.01223
 38.52000,0.01214
 38.53000,0.01206
 38.54000,0.01198
 38.55000,0.01190
 38.56000,0.01182
 38.57000,0.01174
 38.58000,0.01167
 38.59000,0.01160
 38.60000,0.01153
 38.61000,0.01146
 38.62000,0.01139
 38.63000,0.01133
 38.64000,0.01126
 38.65000,0.01120
 38.66000,0.01114
 38.67000,0.01108
 38.68000,0.01102
 38.69000,0.01097
 38.70000,0.01091
 38.71000,0.01086
 38.72000,0.01081
 38.73000,0.01076
 38.74000,0.01071
 38.75000,0.01066
 38.76000,0.01062
 38.77000,0.01057
 38.78000,0.01053
 38.79000,0.01049
 38.80000,0.01045
 38.81000,0.01048
 38.82000,0.01044
 38.83000,0.01041
 38.84000,0.01038
 38.85000,0.01034
 38.86000,0.01031
 38.87000,0.01028
 38.88000,0.01025
 38.89000,0.01023
 38.90000,0.01020
 38.91000,0.01018
 38.92000,0.01016
 38.93000,0.01013
 38.94000,0.01011
 38.95000,0.01010
 38.96000,0.01008
 38.97000,0.01007
 38.98000,0.01005
 38.99000,0.01004
 39.00000,0.01003
 39.01000,0.01002
 39.02000,0.01001
 39.03000,0.01001
 39.04000,0.01000
 39.05000,0.01000
 39.06000,0.01000
 39.07000,0.00992
 39.08000,0.00993
 39.09000,0.00993
 39.10000,0.00994
 39.11000,0.01001
 39.12000,0.01002
 39.13000,0.01004
 39.14000,0.01005
 39.15000,0.01007
 39.16000,0.01009
 39.17000,0.01011
 39.18000,0.01014
 39.19000,0.01017
 39.20000,0.01020
 39.21000,0.01023
 39.22000,0.01027
 39.23000,0.01031
 39.24000,0.01035
 39.25000,0.01040
 39.26000,0.01044
 39.27000,0.01050
 39.28000,0.01055
 39.29000,0.01062
 39.30000,0.01068
 39.31000,0.01075
 39.32000,0.01082
 39.33000,0.01090
 39.34000,0.01099
 39.35000,0.01108
 39.36000,0.01117
 39.37000,0.01127
 39.38000,0.01138
 39.39000,0.01150
 39.40000,0.01162
 39.41000,0.01175
 39.42000,0.01189
 39.43000,0.01204
 39.44000,0.01220
 39.45000,0.01237
 39.46000,0.01255
 39.47000,0.01274
 39.48000,0.01295
 39.49000,0.01317
 39.50000,0.01341
 39.51000,0.01366
 39.52000,0.01394
 39.53000,0.01423
 39.54000,0.01455
 39.55000,0.01490
 39.56000,0.01527
 39.57000,0.01567
 39.58000,0.01611
 39.59000,0.01659
 39.60000,0.01711
 39.61000,0.01768
 39.62000,0.01830
 39.63000,0.01899
 39.64000,0.01975
 39.65000,0.02059
 39.66000,0.02153
 39.67000,0.02258
 39.68000,0.02376
 39.69000,0.02509
 39.70000,0.02662
 39.71000,0.02838
 39.72000,0.03044
 39.73000,0.03290
 39.74000,0.03596
 39.75000,0.03996
 39.76000,0.04545
 39.77000,0.05301
 39.78000,0.06289
 39.79000,0.07381
 39.80000,0.08187
 39.81000,0.08543
 39.82000,0.08890
 39.83000,0.09610
 39.84000,0.10876
 39.85000,0.12838
 39.86000,0.15795
 39.87000,0.20425
 39.88000,0.28164
 39.89000,0.41544
 39.90000,0.63897
 39.91000,0.97771
 39.92000,1.40092
 39.93000,1.71210
 39.94000,1.62625
 39.95000,1.24118
 39.96000,0.85464
 39.97000,0.58688
 39.98000,0.44323
 39.99000,0.40221
 40.00000,0.44845
 40.01000,0.57494
 40.02000,0.75868
 40.03000,0.90498
 40.04000,0.86524
 40.05000,0.66663
 40.06000,0.45738
 40.07000,0.30299
 40.08000,0.20528
 40.09000,0.14781
 40.10000,0.11388
 40.11000,0.09241
 40.12000,0.07759
 40.13000,0.06666
 40.14000,0.05827
 40.15000,0.05165
 40.16000,0.04634
 40.17000,0.04199
 40.18000,0.03840
 40.19000,0.03538
 40.20000,0.03283
 40.21000,0.03065
 40.22000,0.02878
 40.23000,0.02715
 40.24000,0.02573
 40.25000,0.02448
 40.26000,0.02338
 40.27000,0.02241
 40.28000,0.02155
 40.29000,0.02078
 40.30000,0.02009
 40.31000,0.01947
 40.32000,0.01891
 40.33000,0.01842
 40.34000,0.01797
 40.35000,0.01763
 40.36000,0.01726
 40.37000,0.01693
 40.38000,0.01664
 40.39000,0.01637
 40.40000,0.01613
 40.41000,0.01591
 40.42000,0.01571
 40.43000,0.01554
 40.44000,0.01538
 40.45000,0.01525
 40.46000,0.01513
 40.47000,0.01502
 40.48000,0.01493
 40.49000,0.01485
 40.50000,0.01479
 40.51000,0.01473
 40.52000,0.01469
 40.53000,0.01466
 40.54000,0.01465
 40.55000,0.01464
 40.56000,0.01464
 40.57000,0.01465
 40.58000,0.01467
 40.59000,0.01470
 40.60000,0.01474
 40.61000,0.01479
 40.62000,0.01484
 40.63000,0.01491
 40.64000,0.01499
 40.65000,0.01507
 40.66000,0.01516
 40.67000,0.01526
 40.68000,0.01537
 40.69000,0.01549
 40.70000,0.01562
 40.71000,0.01576
 40.72000,0.01590
 40.73000,0.01606
 40.74000,0.01623
 40.75000,0.01641
 40.76000,0.01660
 40.77000,0.01680
 40.78000,0.01701
 40.79000,0.01724
 40.80000,0.01747
 40.81000,0.01773
 40.82000,0.01799
 40.83000,0.01828
 40.84000,0.01857
 40.85000,0.01889
 40.86000,0.01922
 40.87000,0.01958
 40.88000,0.01996
 40.89000,0.02036
 40.90000,0.02079
 40.91000,0.02125
 40.92000,0.02175
 40.93000,0.02228
 40.94000,0.02287
 40.95000,0.02352
 40.96000,0.02426
 40.97000,0.02511
 40.98000,0.02618
 40.99000,0.02761
 41.00000,0.02967
 41.01000,0.03264
 41.02000,0.03664
 41.03000,0.04102
 41.04000,0.04359
 41.05000,0.04266
 41.06000,0.04010
 41.07000,0.03804
 41.08000,0.03710
 41.09000,0.03723
 41.10000,0.03824
 41.11000,0.04004
 41.12000,0.04259
 41.13000,0.04570
 41.14000,0.04856
 41.15000,0.04996
 41.16000,0.05017
 41.17000,0.05046
 41.18000,0.05138
 41.19000,0.05298
 41.20000,0.05515
 41.21000,0.05779
 41.22000,0.06083
 41.23000,0.06426
 41.24000,0.06810
 41.25000,0.07240
 41.26000,0.07721
 41.27000,0.08261
 41.28000,0.08870
 41.29000,0.09559
 41.30000,0.10343
 41.31000,0.11239
 41.32000,0.12270
 41.33000,0.13464
 41.34000,0.14850
 41.35000,0.16492
 41.36000,0.18444
 41.37000,0.20790
 41.38000,0.23645
 41.39000,0.27167
 41.40000,0.31581
 41.41000,0.37220
 41.42000,0.44601
 41.43000,0.54615
 41.44000,0.69014
 41.45000,0.91465
 41.46000,1.29179
 41.47000,1.93901
 41.48000,2.99525
 41.49000,4.52780
 41.50000,6.28526
 41.51000,7.29695
 41.52000,6.61363
 41.53000,4.95291
 41.54000,3.41440
 41.55000,2.36841
 41.56000,1.80589
 41.57000,1.63775
 41.58000,1.80564
 41.59000,2.28953
 41.60000,3.02728
 41.61000,3.71899
 41.62000,3.76217
 41.63000,3.04853
 41.64000,2.15322
 41.65000,1.44048
 41.66000,0.96634
 41.67000,0.67825
 41.68000,0.50709
 41.69000,0.40068
 41.70000,0.32892
 41.71000,0.27688
 41.72000,0.23726
 41.73000,0.20619
 41.74000,0.18130
 41.75000,0.16100
 41.76000,0.14422
 41.77000,0.13017
 41.78000,0.11827
 41.79000,0.10811
 41.80000,0.09934
 41.81000,0.09172
 41.82000,0.08505
 41.83000,0.07919
 41.84000,0.07401
 41.85000,0.06940
 41.86000,0.06527
 41.87000,0.06157
 41.88000,0.05823
 41.89000,0.05522
 41.90000,0.05248
 41.91000,0.05000
 41.92000,0.04773
 41.93000,0.04565
 41.94000,0.04375
 41.95000,0.04200
 41.96000,0.04039
 41.97000,0.03891
 41.98000,0.03753
 41.99000,0.03626
 42.00000,0.03508
 42.01000,0.03399
 42.02000,0.03297
 42.03000,0.03203
 42.04000,0.03114
 42.05000,0.03032
 42.06000,0.02955
 42.07000,0.02883
 42.08000,0.02816
 42.09000,0.02753
 42.10000,0.02694
 42.11000,0.02639
 42.12000,0.02587
 42.13000,0.02539
 42.14000,0.02493
 42.15000,0.02451
 42.16000,0.02410
 42.17000,0.02373
 42.18000,0.02330
 42.19000,0.02297
 42.20000,0.02266
 42.21000,0.02237
