3	208.333
3.02	260
3.04	225
3.06	211.667
3.08	200
3.1	225
3.12	168.333
3.14	221.667
3.16	241.667
3.18	180
3.2	195
3.22	238.333
3.24	188.333
3.26	205
3.28	208.333
3.3	193.333
3.32	241.667
3.34	203.333
3.36	178.333
3.38	183.333
3.4	158.333
3.42	195
3.44	203.333
3.46	193.333
3.48	188.333
3.5	215
3.52	185
3.54	205
3.56	215
3.58	171.667
3.6	181.667
3.62	163.333
3.64	156.667
3.66	200
3.68	200
3.7	153.333
3.72	186.667
3.74	221.667
3.76	175
3.78	161.667
3.8	158.333
3.82	196.667
3.84	180
3.86	151.667
3.88	175
3.9	190
3.92	178.333
3.94	150
3.96	170
3.98	150
4	156.667
4.02	148.333
4.04	140
4.06	186.667
4.08	153.333
4.1	163.333
4.12	153.333
4.14	158.333
4.16	131.667
4.18	166.667
4.2	145
4.22	165
4.24	115
4.26	131.667
4.28	145
4.3	148.333
4.32	121.667
4.34	121.667
4.36	171.667
4.38	123.333
4.4	156.667
4.42	150
4.44	135
4.46	138.333
4.48	170
4.5	135
4.52	131.667
4.54	136.667
4.56	148.333
4.58	136.667
4.6	131.667
4.62	130
4.64	156.667
4.66	148.333
4.68	121.667
4.7	158.333
4.72	146.667
4.74	121.667
4.76	121.667
4.78	125
4.8	138.333
4.82	135
4.84	131.667
4.86	116.667
4.88	156.667
4.9	121.667
4.92	106.667
4.94	150
4.96	118.333
4.98	125
5	113.333
5.02	120
5.04	110
5.06	105
5.08	118.333
5.1	125
5.12	116.667
5.14	121.667
5.16	111.667
5.18	115
5.2	146.667
5.22	125
5.24	121.667
5.26	103.333
5.28	113.333
5.3	108.333
5.32	106.667
5.34	91.6667
5.36	115
5.38	135
5.4	116.667
5.42	103.333
5.44	103.333
5.46	130
5.48	96.6667
5.5	96.6667
5.52	110
5.54	113.333
5.56	126.667
5.58	100
5.6	121.667
5.62	108.333
5.64	85
5.66	116.667
5.68	103.333
5.7	113.333
5.72	100
5.74	111.667
5.76	113.333
5.78	106.667
5.8	91.6667
5.82	91.6667
5.84	115
5.86	93.3333
5.88	81.6667
5.9	108.333
5.92	113.333
5.94	100
5.96	108.333
5.98	90
6	108.333
6.02	96.6667
6.04	105
6.06	101.667
6.08	78.3333
6.1	120
6.12	93.3333
6.14	110
6.16	86.6667
6.18	96.6667
6.2	103.333
6.22	108.333
6.24	85
6.26	65
6.28	95
6.3	125
6.32	113.333
6.34	115
6.36	106.667
6.38	120
6.4	98.3333
6.42	83.3333
6.44	105
6.46	81.6667
6.48	78.3333
6.5	73.3333
6.52	98.3333
6.54	103.333
6.56	83.3333
6.58	78.3333
6.6	85
6.62	86.6667
6.64	95
6.66	86.6667
6.68	91.6667
6.7	81.6667
6.72	111.667
6.74	116.667
6.76	88.3333
6.78	98.3333
6.8	105
6.82	85
6.84	86.6667
6.86	85
6.88	100
6.9	91.6667
6.92	120
6.94	88.3333
6.96	101.667
6.98	98.3333
7	105
7.02	88.3333
7.04	86.6667
7.06	100
7.08	115
7.1	85
7.12	61.6667
7.14	91.6667
7.16	105
7.18	66.6667
7.2	90
7.22	90
7.24	68.3333
7.26	75
7.28	86.6667
7.3	75
7.32	96.6667
7.34	96.6667
7.36	105
7.38	85
7.4	81.6667
7.42	121.667
7.44	85
7.46	80
7.48	78.3333
7.5	71.6667
7.52	68.3333
7.54	68.3333
7.56	73.3333
7.58	71.6667
7.6	98.3333
7.62	81.6667
7.64	83.3333
7.66	85
7.68	90
7.7	85
7.72	61.6667
7.74	81.6667
7.76	70
7.78	70
7.8	70
7.82	70
7.84	68.3333
7.86	91.6667
7.88	83.3333
7.9	78.3333
7.92	75
7.94	80
7.96	78.3333
7.98	63.3333
8	105
8.02	75
8.04	66.6667
8.06	71.6667
8.08	63.3333
8.1	86.6667
8.12	68.3333
8.14	83.3333
8.16	88.3333
8.18	66.6667
8.2	83.3333
8.22	63.3333
8.24	81.6667
8.26	71.6667
8.28	111.667
8.3	56.6667
8.32	81.6667
8.34	73.3333
8.36	70
8.38	103.333
8.4	90
8.42	78.3333
8.44	55
8.46	91.6667
8.48	80
8.5	78.3333
8.52	76.6667
8.54	66.6667
8.56	95
8.58	75
8.6	80
8.62	71.6667
8.64	80
8.66	75
8.68	86.6667
8.7	81.6667
8.72	76.6667
8.74	90
8.76	86.6667
8.78	108.333
8.8	83.3333
8.82	76.6667
8.84	95
8.86	98.3333
8.88	98.3333
8.9	96.6667
8.92	98.3333
8.94	86.6667
8.96	113.333
8.98	100
9	90
9.02	125
9.04	111.667
9.06	101.667
9.08	86.6667
9.1	90
9.12	83.3333
9.14	81.6667
9.16	88.3333
9.18	80
9.2	81.6667
9.22	81.6667
9.24	85
9.26	83.3333
9.28	86.6667
9.3	78.3333
9.32	76.6667
9.34	93.3333
9.36	90
9.38	78.3333
9.4	100
9.42	90
9.44	95
9.46	80
9.48	80
9.5	81.6667
9.52	83.3333
9.54	95
9.56	90
9.58	88.3333
9.6	75
9.62	90
9.64	66.6667
9.66	80
9.68	78.3333
9.7	85
9.72	75
9.74	71.6667
9.76	65
9.78	66.6667
9.8	80
9.82	98.3333
9.84	76.6667
9.86	81.6667
9.88	76.6667
9.9	81.6667
9.92	90
9.94	83.3333
9.96	98.3333
9.98	73.3333
10	85
10.02	78.3333
10.04	95
10.06	108.333
10.08	76.6667
10.1	88.3333
10.12	105
10.14	98.3333
10.16	106.667
10.18	120
10.2	105
10.22	108.333
10.24	125
10.26	143.333
10.28	126.667
10.3	153.333
10.32	183.333
10.34	190
10.36	120
10.38	168.333
10.4	198.333
10.42	226.667
10.44	233.333
10.46	195
10.48	230
10.5	221.667
10.52	228.333
10.54	203.333
10.56	228.333
10.58	211.667
10.6	273.333
10.62	285
10.64	283.333
10.66	218.333
10.68	200
10.7	145
10.72	130
10.74	120
10.76	96.6667
10.78	93.3333
10.8	83.3333
10.82	93.3333
10.84	78.3333
10.86	90
10.88	98.3333
10.9	65
10.92	85
10.94	75
10.96	76.6667
10.98	81.6667
11	75
11.02	95
11.04	95
11.06	96.6667
11.08	70
11.1	95
11.12	113.333
11.14	80
11.16	95
11.18	98.3333
11.2	80
11.22	83.3333
11.24	96.6667
11.26	93.3333
11.28	95
11.3	73.3333
11.32	95
11.34	71.6667
11.36	106.667
11.38	106.667
11.4	93.3333
11.42	110
11.44	96.6667
11.46	66.6667
11.48	93.3333
11.5	91.6667
11.52	86.6667
11.54	93.3333
11.56	71.6667
11.58	56.6667
11.6	65
11.62	81.6667
11.64	53.3333
11.66	73.3333
11.68	71.6667
11.7	70
11.72	65
11.74	81.6667
11.76	58.3333
11.78	86.6667
11.8	66.6667
11.82	70
11.84	83.3333
11.86	101.667
11.88	81.6667
11.9	78.3333
11.92	70
11.94	66.6667
11.96	55
11.98	70
12	81.6667
12.02	83.3333
12.04	100
12.06	76.6667
12.08	93.3333
12.1	98.3333
12.12	118.333
12.14	146.667
12.16	143.333
12.18	156.667
12.2	151.667
12.22	131.667
12.24	126.667
12.26	78.3333
12.28	123.333
12.3	75
12.32	98.3333
12.34	88.3333
12.36	100
12.38	100
12.4	108.333
12.42	126.667
12.44	125
12.46	98.3333
12.48	116.667
12.5	81.6667
12.52	98.3333
12.54	65
12.56	90
12.58	81.6667
12.6	78.3333
12.62	45
12.64	71.6667
12.66	73.3333
12.68	63.3333
12.7	63.3333
12.72	78.3333
12.74	66.6667
12.76	41.6667
12.78	63.3333
12.8	93.3333
12.82	83.3333
12.84	75
12.86	60
12.88	58.3333
12.9	85
12.92	63.3333
12.94	70
12.96	88.3333
12.98	103.333
13	83.3333
13.02	81.6667
13.04	81.6667
13.06	85
13.08	78.3333
13.1	61.6667
13.12	96.6667
13.14	95
13.16	48.3333
13.18	80
13.2	88.3333
13.22	86.6667
13.24	80
13.26	73.3333
13.28	75
13.3	105
13.32	120
13.34	101.667
13.36	111.667
13.38	101.667
13.4	123.333
13.42	123.333
13.44	133.333
13.46	133.333
13.48	136.667
13.5	120
13.52	120
13.54	108.333
13.56	103.333
13.58	103.333
13.6	81.6667
13.62	93.3333
13.64	61.6667
13.66	86.6667
13.68	120
13.7	111.667
13.72	131.667
13.74	130
13.76	126.667
13.78	111.667
13.8	91.6667
13.82	83.3333
13.84	93.3333
13.86	76.6667
13.88	73.3333
13.9	63.3333
13.92	85
13.94	68.3333
13.96	65
13.98	68.3333
14	60
14.02	61.6667
14.04	65
14.06	76.6667
14.08	63.3333
14.1	91.6667
14.12	66.6667
14.14	83.3333
14.16	73.3333
14.18	56.6667
14.2	71.6667
14.22	65
14.24	55
14.26	58.3333
14.28	65
14.3	63.3333
14.32	63.3333
14.34	61.6667
14.36	55
14.38	56.6667
14.4	63.3333
14.42	53.3333
14.44	73.3333
14.46	58.3333
14.48	71.6667
14.5	70
14.52	45
14.54	50
14.56	85
14.58	68.3333
14.6	45
14.62	55
14.64	68.3333
14.66	66.6667
14.68	61.6667
14.7	86.6667
14.72	75
14.74	61.6667
14.76	51.6667
14.78	61.6667
14.8	45
14.82	65
14.84	51.6667
14.86	60
14.88	65
14.9	61.6667
14.92	48.3333
14.94	58.3333
14.96	50
14.98	45
15	75
15.02	58.3333
15.04	61.6667
15.06	70
15.08	41.6667
15.1	66.6667
15.12	63.3333
15.14	71.6667
15.16	70
15.18	88.3333
15.2	83.3333
15.22	75
15.24	110
15.26	93.3333
15.28	91.6667
15.3	93.3333
15.32	96.6667
15.34	95
15.36	73.3333
15.38	90
15.4	100
15.42	83.3333
15.44	86.6667
15.46	53.3333
15.48	51.6667
15.5	56.6667
15.52	65
15.54	75
15.56	41.6667
15.58	73.3333
15.6	51.6667
15.62	56.6667
15.64	71.6667
15.66	50
15.68	65
15.7	51.6667
15.72	50
15.74	60
15.76	61.6667
15.78	51.6667
15.8	48.3333
15.82	58.3333
15.84	50
15.86	50
15.88	61.6667
15.9	51.6667
15.92	68.3333
15.94	55
15.96	46.6667
15.98	75
16	63.3333
16.02	55
16.04	46.6667
16.06	51.6667
16.08	50
16.1	33.3333
16.12	48.3333
16.14	41.6667
16.16	63.3333
16.18	53.3333
16.2	75
16.22	55
16.24	55
16.26	56.6667
16.28	43.3333
16.3	71.6667
16.32	58.3333
16.34	70
16.36	60
16.38	71.6667
16.4	65
16.42	75
16.44	68.3333
16.46	63.3333
16.48	78.3333
16.5	63.3333
16.52	58.3333
16.54	40
16.56	60
16.58	61.6667
16.6	61.6667
16.62	73.3333
16.64	68.3333
16.66	58.3333
16.68	66.6667
16.7	55
16.72	56.6667
16.74	55
16.76	60
16.78	45
16.8	56.6667
16.82	60
16.84	66.6667
16.86	56.6667
16.88	61.6667
16.9	61.6667
16.92	60
16.94	81.6667
16.96	53.3333
16.98	71.6667
17	76.6667
17.02	85
17.04	73.3333
17.06	76.6667
17.08	61.6667
17.1	93.3333
17.12	80
17.14	86.6667
17.16	121.667
17.18	88.3333
17.2	100
17.22	111.667
17.24	123.333
17.26	143.333
17.28	166.667
17.3	128.333
17.32	201.667
17.34	240
17.36	278.333
17.38	246.667
17.4	305
17.42	221.667
17.44	230
17.46	226.667
17.48	201.667
17.5	128.333
17.52	153.333
17.54	160
17.56	128.333
17.58	150
17.6	133.333
17.62	140
17.64	158.333
17.66	146.667
17.68	160
17.7	146.667
17.72	151.667
17.74	140
17.76	108.333
17.78	81.6667
17.8	70
17.82	113.333
17.84	76.6667
17.86	66.6667
17.88	63.3333
17.9	75
17.92	75
17.94	73.3333
17.96	83.3333
17.98	70
18	76.6667
18.02	68.3333
18.04	76.6667
18.06	93.3333
18.08	70
18.1	68.3333
18.12	76.6667
18.14	90
18.16	85
18.18	90
18.2	93.3333
18.22	93.3333
18.24	98.3333
18.26	108.333
18.28	68.3333
18.3	58.3333
18.32	61.6667
18.34	58.3333
18.36	50
18.38	56.6667
18.4	68.3333
18.42	63.3333
18.44	43.3333
18.46	63.3333
18.48	46.6667
18.5	50
18.52	56.6667
18.54	61.6667
18.56	35
18.58	51.6667
18.6	78.3333
18.62	45
18.64	46.6667
18.66	61.6667
18.68	56.6667
18.7	58.3333
18.72	55
18.74	48.3333
18.76	45
18.78	60
18.8	88.3333
18.82	85
18.84	91.6667
18.86	60
18.88	105
18.9	80
18.92	126.667
18.94	118.333
18.96	88.3333
18.98	113.333
19	103.333
19.02	103.333
19.04	126.667
19.06	136.667
19.08	165
19.1	155
19.12	106.667
19.14	100
19.16	81.6667
19.18	105
19.2	93.3333
19.22	63.3333
19.24	51.6667
19.26	60
19.28	60
19.3	50
19.32	45
19.34	71.6667
19.36	51.6667
19.38	50
19.4	56.6667
19.42	65
19.44	55
19.46	63.3333
19.48	63.3333
19.5	60
